Date,Open,High,Low,Close,Adj Close,Volume
2019-05-14,126.500000,128.559998,125.699997,127.470001,123.502029,4019100
2019-05-15,125.910004,127.959999,124.980003,127.300003,123.337311,2875900
2019-05-16,128.429993,128.529999,126.419998,126.610001,122.668793,4316600
2019-05-17,124.379997,125.529999,122.320000,122.760002,118.938637,6122600
2019-05-20,121.559998,123.029999,121.309998,122.430000,118.618904,6312500
2019-05-21,123.330002,125.070000,122.720001,124.949997,121.060463,5492900
2019-05-22,124.250000,125.440002,123.519997,123.559998,119.713730,4620400
2019-05-23,122.099998,123.760002,121.410004,122.260002,118.454208,4964900
2019-05-24,123.519997,124.080002,122.209999,122.900002,119.074272,3802500
2019-05-28,122.900002,123.459999,121.510002,121.589996,117.805046,4889400
2019-05-29,120.500000,122.830002,120.260002,121.480003,117.698486,5330000
2019-05-30,121.610001,122.680000,121.279999,121.839996,118.047264,2878300
2019-05-31,119.790001,120.750000,118.739998,119.809998,116.080460,4711500
2019-06-03,119.910004,121.690002,119.760002,120.650002,116.894310,4161800
2019-06-04,121.809998,122.769997,120.750000,122.080002,118.279808,4060400
2019-06-05,123.400002,123.639999,121.959999,123.120003,119.287437,3598400
2019-06-06,123.099998,123.949997,122.230003,123.389999,119.549026,3295700
2019-06-07,124.379997,125.629997,124.080002,124.459999,120.585716,2547500
2019-06-10,125.470001,127.279999,125.239998,125.739998,121.825859,3705000
2019-06-11,129.000000,129.600006,126.959999,127.279999,123.317932,4516200
2019-06-12,126.750000,127.519997,126.080002,127.099998,123.143539,3034600
2019-06-13,127.349998,128.399994,126.760002,127.169998,123.211357,3495200
2019-06-14,126.610001,127.650002,125.500000,127.230003,123.269493,2530100
2019-06-17,127.209999,128.229996,126.680000,127.320000,123.356682,2607900
2019-06-18,128.399994,131.350006,128.210007,130.330002,126.272995,4756100
2019-06-19,130.320007,131.539993,129.869995,130.610001,126.544266,3847200
2019-06-20,132.899994,133.800003,131.509995,133.630005,129.470261,3803600
2019-06-21,133.350006,135.250000,132.550003,133.889999,129.722183,5742500
2019-06-24,133.639999,134.949997,133.550003,134.369995,130.187225,3197700
2019-06-25,134.580002,134.910004,132.630005,133.710007,129.547775,3751800
2019-06-26,134.259995,135.649994,134.179993,135.149994,130.942947,3343700
2019-06-27,135.699997,136.009995,133.970001,135.500000,131.282059,3594400
2019-06-28,136.000000,137.270004,136.000000,136.289993,132.047455,10469400
2019-07-01,139.300003,140.169998,134.970001,136.600006,132.347824,4846200
2019-07-02,136.600006,136.990005,135.070007,135.850006,131.621155,3204900
2019-07-03,136.440002,136.479996,134.330002,135.589996,131.369247,2538600
2019-07-05,134.429993,135.589996,133.220001,135.490005,131.272369,3071800
2019-07-08,135.149994,136.130005,134.429993,134.839996,130.642593,2742100
2019-07-09,134.110001,134.440002,133.350006,134.289993,130.109726,2618700
2019-07-10,134.729996,135.490005,132.550003,132.639999,128.511078,3933300
2019-07-11,133.199997,134.009995,132.589996,133.960007,129.790009,3164200
2019-07-12,134.710007,138.380005,134.600006,138.360001,134.053024,4149800
2019-07-15,138.380005,139.990005,138.259995,139.639999,135.293182,4498700
2019-07-16,139.410004,140.619995,138.160004,139.089996,134.760300,4051600
2019-07-17,138.199997,138.509995,135.729996,135.729996,131.504883,3750200
2019-07-18,134.869995,135.929993,134.039993,134.889999,130.691040,3552100
2019-07-19,134.220001,137.050003,134.220001,136.229996,133.004944,4837100
2019-07-22,136.369995,136.660004,134.600006,135.240005,132.038361,3267800
2019-07-23,135.929993,138.229996,135.529999,138.100006,134.830673,4122200
2019-07-24,130.979996,134.309998,128.449997,131.910004,128.787216,12664900
2019-07-25,131.080002,134.899994,131.009995,134.710007,131.520920,4823200
2019-07-26,134.449997,134.729996,132.630005,132.919998,129.773300,4238000
2019-07-29,133.490005,134.649994,132.850006,134.460007,131.276855,2715600
2019-07-30,133.320007,133.570007,131.490005,132.949997,129.802582,3257200
2019-07-31,132.899994,134.369995,131.009995,131.669998,128.552887,4322000
2019-08-01,131.639999,133.190002,126.419998,126.790001,123.788422,5530100
2019-08-02,126.550003,126.800003,123.500000,124.540001,121.591682,5968600
2019-08-05,122.110001,122.809998,120.330002,121.650002,118.770096,5482500
2019-08-06,122.779999,123.650002,120.639999,122.080002,119.189919,3713900
2019-08-07,120.000000,121.199997,118.650002,120.779999,117.920692,5048700
2019-08-08,121.000000,122.099998,120.370003,122.019997,119.131340,3734800
2019-08-09,121.510002,121.699997,118.809998,119.379997,116.553833,3805600
2019-08-12,118.949997,119.029999,116.070000,116.720001,113.956818,4321500
2019-08-13,116.940002,122.000000,116.790001,119.010002,116.192596,4331900
2019-08-14,116.580002,116.900002,115.040001,115.209999,112.482552,5543100
2019-08-15,115.080002,115.599998,113.970001,115.250000,112.521606,4171900
2019-08-16,116.250000,117.870003,115.919998,116.430000,113.673668,3551900
2019-08-19,118.220001,118.489998,116.709999,117.360001,114.581657,2630900
2019-08-20,117.589996,117.790001,116.470001,116.669998,113.907990,2402000
2019-08-21,118.000000,119.320000,117.540001,117.680000,114.894081,2783000
2019-08-22,118.330002,118.940002,117.220001,117.889999,115.099106,2118200
2019-08-23,116.250000,116.900002,113.320000,114.059998,111.359779,6102000
2019-08-26,115.059998,115.669998,113.839996,114.419998,111.711250,5200400
2019-08-27,115.160004,115.459999,113.150002,113.379997,110.695877,3160700
2019-08-28,112.860001,114.949997,111.750000,114.860001,112.140839,3187900
2019-08-29,116.620003,118.129997,116.489998,117.769997,114.981941,3442900
2019-08-30,119.019997,119.589996,118.449997,119.000000,116.182831,2912000
2019-09-03,117.900002,117.900002,115.400002,117.029999,114.259476,3780600
2019-09-04,118.419998,119.239998,118.260002,119.099998,116.280472,3688400
2019-09-05,120.500000,124.239998,120.500000,122.989998,120.078369,5355100
2019-09-06,123.709999,124.339996,122.459999,122.699997,119.795242,3315700
2019-09-09,123.389999,127.389999,123.199997,127.250000,124.237526,4433300
2019-09-10,127.260002,130.289993,127.220001,130.289993,127.205551,8479700
2019-09-11,130.850006,133.190002,129.470001,133.089996,129.939270,7592600
2019-09-12,132.000000,132.690002,130.070007,131.750000,128.630997,5594600
2019-09-13,132.800003,133.990005,131.130005,133.779999,130.612946,3704900
2019-09-16,132.990005,133.800003,131.990005,133.149994,129.997864,2876500
2019-09-17,132.589996,132.759995,131.190002,132.169998,129.041046,2888900
2019-09-18,131.630005,132.220001,129.720001,131.070007,127.967094,3005700
2019-09-19,131.470001,132.029999,129.869995,130.119995,127.039574,2725700
2019-09-20,130.009995,130.990005,127.870003,128.160004,125.125984,6412300
2019-09-23,127.339996,128.880005,126.339996,128.419998,125.379829,2723500
2019-09-24,128.740005,129.000000,125.570000,125.989998,123.007347,3370700
2019-09-25,125.849998,126.820000,125.019997,126.610001,123.612679,2354100
2019-09-26,126.790001,126.919998,125.650002,126.389999,123.397888,2227400
2019-09-27,127.000000,127.379997,125.660004,126.589996,123.593147,2214300
2019-09-30,126.339996,127.099998,125.879997,126.309998,123.319771,2795300
2019-10-01,127.400002,128.500000,122.300003,122.370003,119.473053,3718200
2019-10-02,121.150002,121.849998,119.339996,119.959999,117.120102,4255800
2019-10-03,119.339996,120.059998,117.250000,120.040001,117.198212,3110200
2019-10-04,119.720001,121.150002,119.349998,121.040001,118.174530,2442300
2019-10-07,120.849998,121.699997,119.750000,120.250000,117.403244,2334500
2019-10-08,118.790001,119.199997,117.690002,117.970001,115.177216,3530000
2019-10-09,119.489998,120.059998,118.000000,119.440002,116.612419,2557300
2019-10-10,120.040001,123.029999,119.760002,122.690002,119.785484,3242900
2019-10-11,125.610001,130.380005,125.400002,128.399994,125.360298,6747800
2019-10-14,126.809998,128.559998,126.010002,128.380005,125.340775,2851500
2019-10-15,127.989998,131.679993,127.650002,131.029999,127.928040,3289000
2019-10-16,131.000000,132.809998,130.110001,130.190002,127.107933,3038300
2019-10-17,130.970001,132.860001,130.179993,132.070007,128.943436,3418300
2019-10-18,130.149994,132.029999,129.990005,130.710007,128.618698,4329200
2019-10-21,131.949997,133.449997,131.500000,132.229996,130.114380,4225200
2019-10-22,132.589996,134.259995,130.940002,133.690002,131.551025,4681600
2019-10-23,134.229996,135.990005,130.699997,135.339996,133.174622,11295900
2019-10-24,135.089996,135.289993,132.380005,133.850006,131.708466,3916200
2019-10-25,135.000000,139.979996,134.850006,139.729996,137.494385,8319500
2019-10-28,139.970001,141.630005,138.869995,140.059998,137.819092,6173800
2019-10-29,139.380005,141.449997,138.770004,141.330002,139.068787,4427900
2019-10-30,141.000000,141.000000,139.610001,140.339996,138.094620,3947900
2019-10-31,139.369995,140.339996,136.389999,137.800003,135.595261,4037500
2019-11-01,139.369995,144.610001,139.229996,144.490005,142.178238,6220200
2019-11-04,145.350006,147.000000,145.020004,146.919998,144.569351,5437800
2019-11-05,146.860001,148.000000,145.669998,146.369995,144.028152,4516500
2019-11-06,146.470001,146.470001,144.660004,145.490005,143.162231,3736600
2019-11-07,147.389999,148.410004,146.750000,147.009995,144.657913,3816700
2019-11-08,146.660004,148.179993,145.800003,148.160004,145.789520,2776600
2019-11-11,146.740005,148.149994,146.610001,148.000000,145.632080,2205100
2019-11-12,148.110001,148.470001,146.020004,146.339996,143.998611,2843100
2019-11-13,144.360001,145.860001,143.690002,144.490005,142.178238,3194400
2019-11-14,144.210007,145.339996,143.210007,143.440002,141.145020,2581700
2019-11-15,144.559998,145.880005,144.509995,145.309998,142.985107,2827400
2019-11-18,144.240005,144.779999,143.020004,143.589996,141.292633,2638600
2019-11-19,144.350006,144.759995,142.759995,143.179993,140.889175,2085100
2019-11-20,142.449997,142.699997,140.100006,141.520004,139.255753,3484700
2019-11-21,141.550003,143.940002,140.949997,143.360001,141.066315,3297700
2019-11-22,143.919998,144.460007,143.029999,143.880005,141.577988,2258300
2019-11-25,144.750000,146.570007,143.800003,146.419998,144.077347,3085200
2019-11-26,146.399994,146.649994,145.490005,146.089996,143.752609,2468100
2019-11-27,145.020004,145.720001,143.699997,145.690002,143.359024,2660200
2019-11-29,144.190002,145.460007,143.789993,144.729996,142.414383,1652500
2019-12-02,145.199997,146.039993,142.839996,142.960007,140.672699,2896200
2019-12-03,140.050003,140.429993,138.559998,140.059998,137.819092,3839600
2019-12-04,140.979996,142.279999,140.000000,140.119995,137.878143,2484600
2019-12-05,140.580002,141.119995,139.529999,141.050003,138.793259,2277700
2019-12-06,142.910004,143.419998,142.169998,142.720001,140.436554,2271400
2019-12-09,142.970001,143.279999,142.369995,142.830002,140.544785,1585100
2019-12-10,142.690002,143.589996,141.750000,142.869995,140.584137,1888900
2019-12-11,143.770004,144.619995,143.289993,144.000000,141.696075,2265700
2019-12-12,143.539993,147.399994,143.000000,146.779999,144.431595,3714100
2019-12-13,146.800003,148.399994,145.149994,145.529999,143.201584,3311700
2019-12-16,147.710007,148.300003,145.229996,145.360001,143.034317,2414800
2019-12-17,145.500000,146.990005,145.460007,146.369995,144.028152,2850800
2019-12-18,146.500000,147.300003,145.600006,147.119995,144.766144,2629500
2019-12-19,146.979996,146.979996,144.300003,145.020004,142.699753,3576800
2019-12-20,147.380005,147.770004,145.240005,147.570007,145.208954,6805400
2019-12-23,147.679993,148.529999,146.779999,148.500000,146.124069,2346500
2019-12-24,148.699997,148.800003,147.289993,147.479996,145.120377,966200
2019-12-26,147.899994,148.229996,146.990005,148.220001,145.848541,1576900
2019-12-27,148.639999,148.929993,147.990005,148.279999,145.907593,1544500
2019-12-30,148.419998,148.470001,147.009995,147.520004,145.159760,1789200
2019-12-31,147.429993,148.229996,146.789993,147.679993,145.317184,1952500
2020-01-02,149.000000,150.550003,147.979996,150.529999,148.121597,3311900
2020-01-03,148.770004,149.960007,147.449997,148.440002,146.065033,3100600
2020-01-06,147.270004,148.559998,146.539993,148.339996,145.966614,2549600
2020-01-07,147.350006,147.570007,145.509995,146.380005,144.037994,2841900
2020-01-08,146.830002,148.570007,146.460007,147.679993,145.317184,2153200
2020-01-09,147.809998,147.970001,146.509995,147.309998,144.953110,2272500
2020-01-10,147.449997,147.720001,145.830002,146.130005,143.791992,2393700
2020-01-13,146.529999,146.830002,145.550003,146.820007,144.470947,3355200
2020-01-14,147.449997,147.979996,146.309998,146.679993,144.333176,2742200
2020-01-15,146.220001,146.740005,145.199997,145.570007,143.240952,2640500
2020-01-16,146.429993,147.929993,146.240005,147.869995,145.504150,3070900
2020-01-17,147.210007,148.270004,146.600006,147.779999,146.435593,3331500
2020-01-21,147.199997,147.869995,145.690002,145.850006,144.523163,2476700
2020-01-22,146.250000,146.559998,142.520004,142.630005,141.332458,3602400
2020-01-23,141.809998,143.210007,139.800003,142.750000,141.451355,3182700
2020-01-24,142.550003,142.699997,139.259995,140.380005,139.102921,2526200
2020-01-27,136.899994,137.809998,135.570007,135.729996,134.495209,2920500
2020-01-28,137.020004,137.600006,135.619995,136.740005,135.496033,2763800
2020-01-29,137.589996,137.759995,135.669998,135.779999,134.544769,2620000
2020-01-30,134.759995,135.970001,132.910004,135.369995,134.138489,3862600
2020-01-31,133.820007,134.990005,130.539993,131.350006,130.155075,6785700
2020-02-03,131.440002,133.160004,129.300003,129.770004,128.589447,4385300
2020-02-04,133.000000,134.779999,132.679993,133.509995,132.295410,3501600
2020-02-05,135.550003,137.470001,135.440002,137.440002,136.189667,4448100
2020-02-06,138.199997,138.330002,136.130005,137.250000,136.001389,2283800
2020-02-07,136.039993,136.490005,133.000000,133.369995,132.156677,3812300
2020-02-10,133.039993,134.330002,132.779999,134.320007,133.098053,2331600
2020-02-11,135.490005,137.229996,135.059998,136.190002,134.951035,2381900
2020-02-12,138.399994,139.940002,138.089996,139.589996,138.320099,3222000
2020-02-13,140.000000,140.500000,138.429993,139.720001,138.448914,3318800
2020-02-14,139.490005,139.619995,136.889999,137.990005,136.734665,2813400
2020-02-18,137.460007,138.570007,135.080002,136.580002,135.337494,3869700
2020-02-19,136.789993,137.210007,136.059998,136.860001,135.614944,2134900
2020-02-20,136.259995,138.889999,136.199997,136.929993,135.684296,2678200
2020-02-21,136.500000,137.440002,135.110001,137.210007,135.961761,2855600
2020-02-24,132.529999,133.860001,132.050003,132.169998,130.967606,4964800
2020-02-25,132.970001,133.139999,128.250000,129.000000,127.826447,4840200
2020-02-26,129.649994,130.990005,127.550003,128.250000,127.083267,3902500
2020-02-27,125.599998,128.529999,123.220001,123.269997,122.148567,7369000
2020-02-28,119.570000,124.239998,119.029999,124.239998,123.109741,8301900
2020-03-02,125.050003,127.879997,123.010002,127.599998,126.439178,6100200
2020-03-03,127.000000,129.559998,123.779999,124.379997,123.248474,6358100
2020-03-04,126.070000,127.440002,124.309998,127.400002,126.240997,5074700
2020-03-05,123.150002,124.849998,121.239998,121.970001,120.860397,6015300
2020-03-06,119.000000,121.849998,118.830002,121.410004,120.305496,5767900
2020-03-09,112.989998,112.989998,104.029999,104.070000,103.123238,8636200
2020-03-10,108.639999,109.059998,99.110001,106.489998,105.521225,8293200
2020-03-11,103.800003,104.750000,100.070000,100.690002,99.773994,6543600
2020-03-12,93.500000,94.279999,87.500000,92.260002,91.420685,10285900
2020-03-13,98.389999,99.910004,90.139999,99.639999,98.733543,8718600
2020-03-16,89.000000,105.849998,88.500000,93.410004,92.560219,9899000
2020-03-17,96.010002,100.440002,92.970001,100.199997,99.288445,7206100
2020-03-18,93.989998,102.949997,93.110001,100.120003,99.209175,6995100
2020-03-19,99.230003,104.400002,97.250000,103.010002,102.072884,6870800
2020-03-20,103.120003,103.989998,94.160004,95.500000,94.631203,7650300
2020-03-23,93.900002,96.239998,90.639999,91.849998,91.014404,6737500
2020-03-24,96.059998,102.029999,95.169998,101.339996,100.418076,7417100
2020-03-25,101.169998,108.500000,98.500000,104.669998,103.717781,6578100
2020-03-26,104.849998,110.970001,102.889999,110.500000,109.494743,6059600
2020-03-27,104.430000,109.639999,103.400002,105.440002,104.480782,5746500
2020-03-30,106.330002,112.839996,104.930000,111.709999,110.693733,5725600
2020-03-31,110.730003,116.910004,110.260002,116.040001,114.984344,8970800
2020-04-01,112.089996,116.750000,109.500000,111.349998,110.337013,6847000
2020-04-02,111.230003,118.519997,111.129997,116.739998,115.677971,8106500
2020-04-03,115.500000,116.839996,112.120003,114.669998,113.626808,5036400
2020-04-06,120.040001,121.730003,118.129997,120.430000,119.334412,5785600
2020-04-07,122.889999,128.800003,120.510002,121.919998,120.810852,8489900
2020-04-08,122.989998,128.179993,121.040001,127.400002,126.240997,4686100
2020-04-09,128.649994,129.600006,123.150002,125.029999,123.892555,4753500
2020-04-13,119.949997,120.050003,113.580002,114.139999,113.101631,10519600
2020-04-14,116.500000,117.839996,114.510002,116.480003,115.420349,7166300
2020-04-15,112.959999,113.099998,109.800003,111.529999,110.515373,5652800
2020-04-16,111.849998,113.470001,108.860001,113.220001,112.190002,5926400
2020-04-17,114.449997,116.540001,113.849998,116.300003,116.300003,4132300
2020-04-20,114.440002,117.070000,112.120003,114.599998,114.599998,4083800
2020-04-21,111.040001,111.040001,108.599998,109.849998,109.849998,5743300
2020-04-22,112.029999,112.099998,109.209999,110.639999,110.639999,3795100
2020-04-23,111.330002,115.230003,110.949997,112.910004,112.910004,3545400
2020-04-24,113.989998,114.379997,111.209999,114.040001,114.040001,3046000
2020-04-27,110.849998,116.129997,109.730003,115.199997,115.199997,5344800
2020-04-28,117.860001,118.000000,113.370003,115.459999,115.459999,5604600
2020-04-29,116.959999,120.820000,116.529999,120.059998,120.059998,4261100
2020-04-30,118.000000,118.250000,115.330002,116.379997,116.379997,4040500
